Statement,Label,Subject,Speaker
Broward County was one of three counties in the nation pivotal to an Obama victory in 2012.,FALSE,elections,broward-democratic-executive-committee
"Says an election clerk in Green Bay refused to allow early voting on the UW-Green Bay campus because she was afraid it would help Democrats, showing outrageous partisan bias.",TRUE,"bipartisanship,city-government,education,elections",our-democracy-2020
"The Baucus health care bill ""would drastically restrict the use of flexible spending accounts (FSAs) in order to help pay for health care reform.""",TRUE,taxes,save-flexible-spending-plans
Nevada will be energy independent within the immediate future.,FALSE,"energy,environment",harry-reid
Says there were only about eight or 10 inflammatory sentences in his newsletters.,FALSE,candidates-biography,ron-paul
Raising the minimum wage to $10.10 an hour will destroy between half a million and one million jobs.,TRUE,"income,jobs,message-machine-2014",mitch-mcconnell
"Ten years ago, John McCain offered a bill that said he would ban a candidate from paying registered lobbyists.",TRUE,ethics,barack-obama
"Zero Planned Parenthood facilities are licensed to do mammograms. Planned Parenthood, women dont need you!",TRUE,abortion,alliance-defending-freedom
"Under the Obama administrations bailout of General Motors, Ohio dealerships were forced to close.",TRUE,"economy,jobs,message-machine-2012",mitt-romney
"Says if current trends continue, by 2040, one out of three Texas workers will not have a high school diploma.",TRUE,"education,population",bill-hammond
Says tenure still exists but its been overhauled for teachers in New Jersey.,TRUE,education,stephen-sweeney
"Says President Barack Obama has amended, delayed, or repealed 19 components of his very own (health care) law.",TRUE,health-care,tom-graves
On the coal industry,FALSE,energy,terry-mcauliffe
"If Congress does not pass the renewal of the payroll tax cut before the end of the year, nearly 160 million working families will see their taxes go up by roughly $1,000.",TRUE,"jobs,taxes",charlie-gonzalez
"Secretly, unbeknownst to members of Congress, over $105 billion was hidden in the Obamacare legislation.",FALSE,"federal-budget,health-care",michele-bachmann
Says 77 percent of Portlands students finish elementary school without taking even one art class.,TRUE,education,creative-advocacy-network
The governments twice the size it was 10 years ago. Its 30 percent bigger than it was when (Barack) Obama became president.,TRUE,"deficit,federal-budget,government-efficiency",tom-coburn
President Barack Obama put in place historic fuel efficiency standards for cars and trucks to lower costs at the pump and reduce dependence on foreign oil.,TRUE,"energy,message-machine-2012",barack-obama
Florida ranks 45th in the nation for tuition.,TRUE,"education,state-budget",denise-grimsley
Charlie Crist signed into law an automatic 15 percent annual tuition increase that put college further out of reach for many Floridians.,TRUE,"education,state-budget",rick-scott
The debt comes up all the time in town meetings ... but its never asked in the debates. Its really weird. It hasnt been brought up.,FALSE,"debt,federal-budget",jeb-bush
"An annual income of $500,000 in Manhattan, believe it or not, is middle class.",FALSE,economy,sal-albanese
Says Romney and Ryan both backed proposals that would outlaw abortions even in cases of rape or incest.,TRUE,"abortion,corrections-and-updates,message-machine-2012",barack-obama
"Seventy-four percent of Rhode Islanders support [a] national popular vote [for president] because they, as I, believe in one person-one vote.",TRUE,"elections,history,polls",raymond-gallison
"When I was speaker, we had four consecutive balanced budgets.",FALSE,"federal-budget,history,job-accomplishments",newt-gingrich
Then-Sen. Barack Obama refused to raise the debt ceiling because he said President Bush had failed in leadership.,TRUE,"candidates-biography,federal-budget",michele-bachmann
The Congressional Budget Office has found that (the stimulus) bill will lead to a real 0.1 to 0.3 percent reduction in gross domestic product by 2019.,FALSE,"federal-budget,stimulus",mark-sanford
Says David Rivera allowed House Republican leaders to strip key provisions from the STOCK Act that would crack down on insider trading by members of Congress.,FALSE,"candidates-biography,ethics",luis-garcia
Any Floridian who has ever requested an absentee ballot henceforth gets one automatically.,FALSE,elections,george-will
"In Rhode Island, 28 percent of adults released from state prisons are re-incarcerated within a year.",TRUE,"crime,criminal-justice,economy,government-regulation,jobs,legal-issues,privacy,public-safety",ban-the-box-ri
"When John Kasich became governor of Ohio, there was an $8 billion budget deficit and now theres a $2 billion surplus.",TRUE,"economy,state-finances",arnold-schwarzenegger
"A request for ""an increase in troops sat on desks in this White House (during the presidency of George W. Bush), including the vice president's, for more than eight months, a resource request filled by President Obama in March.""",TRUE,"afghanistan,foreign-policy,military",robert-gibbs
Democratic U.S. House candidate Julie Lassa pushed for a Canadian-style government takeover of health care.,FALSE,"health-care,message-machine",national-republican-congressional-committee
The medical marijuana ballot initiative doesnt require a physician writing a prescription and can be for conditions like having a back that needs to be scratched.,TRUE,"florida-amendments,health-care,marijuana",don-gaetz
Says Milwaukee County Executive Chris Abele once proposed a plan to end county funding to homeless shelters.,FALSE,county-budget,chris-larson
We have the highest per-pupil cost in the country.,TRUE,"education,taxes",steve-oroho
"In Texas, there are 668 Democratic Hispanic elected officials to the 60 in the Republican Party.",TRUE,"candidates-biography,diversity,elections,history",texas-democratic-party
"Without the financial resources provided by hunters to protect habitat and stop poachers, there would be no infrastructure for wildlife management.",FALSE,"corrections-and-updates,environment,sports",kendall-jones
Hitler didnt want unions. Stalin didnt want unions. Mubarak didnt want independent unions. These autocrats in history dont want independent unions.,TRUE,"jobs,labor,message-machine",sherrod-brown
"Health care reform ""establishes a new board of federal bureaucrats (the 'Health Benefits Advisory Committee') to dictate the health plans that all individuals must purchase.""",FALSE,health-care,house-republicans
The United States still ranks 20th in the world in access to broadband -- over 50 percent below the best nations.,TRUE,"economy,infrastructure,technology",russ-feingold
"When union membership goes down, so do (middle class) wages.",TRUE,"income,unions",ed-schultz
"Obama did not open new lands to offshore drilling all of these areas were already open for drilling once Congress and President Bush lifted the moratorium in 2008. Instead, President Obama yesterday announced what areas he would CLOSE to offshore drilling.",FALSE,"economy,energy,environment,florida,transportation",house-natural-resources-committee-republicans
"The Democratic Congress has already taken significant steps to create jobs and jump-start the economy, resulting in the lowest tax rates in over 50 years and the creation of over 500,000 new jobs so far this year.",TRUE,"economy,job-accomplishments,taxes",mark-critz
Secretary of State A. Ralph Mollis wrongly takes credit for small-business program,TRUE,"candidates-biography,small-business",leonidas-raptakis
Our school test scores are right at the bottom.,TRUE,education,thurbert-baker
"There was a report that came out from the FBI a warning, not a report ... saying that, in fact, al-Qaida was planning to attack malls during the Christmas holidays.",TRUE,terrorism,tom-tancredo
The problem with invasive species today in the Great Lakes isnt ballast water.,TRUE,"environment,jobs,transportation",steve-latourette
Dan Branch once lobbied for the AFL-CIO.,FALSE,"candidates-biography,economy,labor",ken-paxton
Our state has no major rivers to produce big hydropower.,TRUE,"energy,nuclear,water",tim-echols
SaysCongressman Jack Kingston voted to raise his pay seven times.,FALSE,congress,david-perdue
Kansas has not elected somebody other than a Republican (to the U.S. Senate) since before The Wizard of Oz hit the movie theaters.,TRUE,elections,jonathan-karl
Common Core means there are over 300 data elements the government is going to be collecting about your children and about you.,FALSE,education,tim-curtis
"Obamas Justice-designate Sotomayor threw out (the New Haven firefighters) lawsuit in a sneaky, unsigned opinion -- the judicial equivalent of talk to the hand.",FALSE,"legal-issues,pundits,sotomayor-nomination,supreme-court",ann-coulter
Says of flood of non-Mexicans being apprehended at the border: These are people that are coming from states like Syria that have substantial connections back to terrorist regimes and terrorist operations.,FALSE,"immigration,terrorism",rick-perry
"29 mass shootings have been committed by concealed carriers since 2007, while during this period only one (1) licensed civilian meaningfully intervened in a mass shooting.",TRUE,guns,gun-free-ut-gun-free-ut
"For the first time in 35 years, we have more businesses dying than we do starting.",TRUE,"economy,small-business",marco-rubio
The UK has an unarmed police force and a firearm fatality rate that is 40 times lower per capita than in the U.S.,TRUE,"crime,criminal-justice,education,guns,public-safety",peter-nightingale
Says Barack Obama knew half of the population of the United States would lose their health insurance.,FALSE,health-care,glenn-beck
"Say that under state law, systems development charges can only be spent on capital investment.",TRUE,"infrastructure,message-machine-2012",charlie-hales
Says Mitt Romney and Bain Capital are to blame in a womans premature death when they closed the plant where her husband worked.,FALSE,"economy,message-machine-2012",priorities-usa-action
"Public sentiment in favor of collective bargaining and in favor of the unions has actually gone up as these governors, I think, have overreached and gone too far and tried to destroy the labor movement.",FALSE,"labor,polls,unions,workers",george-nee
Another great endorsement! Barrow Journal explains the difference between me and Jody Hice.,TRUE,elections,mike-collins
"Charlie Crist was the only prominent Republican in the country to campaign with Barack Obama before the stimulus passed, on behalf of the stimulus.",TRUE,stimulus,marco-rubio
On resigning from the Texas Railroad Commission.,FALSE,elections,elizabeth-ames-jones
"If you like your health care plan, you can keep your health care plan.",TRUE,health-care,barack-obama
Says The idea of one casino per tribe is a false one.,TRUE,gambling,ken-tanner
The 2013 immigration bill expanded President Obamas ability to bring Syrian refugees to this country without mandating any meaningful background checks.,FALSE,immigration,ted-cruz
Suzanne Bonamici was the only no vote on a 2009 bill cracking down on drunk drivers.,TRUE,"crime,criminal-justice,message-machine-2012,voting-record",rob-cornilles
"Regarding her State Department email practices, my predecessors did the same thing.",FALSE,technology,hillary-clinton
"We were promised (the stimulus) would provide 'green jobs' for Americans, but 80% of the $2 billion they spent on alternative energy went to purchase wind turbines built in China!",FALSE,"energy,stimulus",sarah-palin
Says the reasoning behind Portlands high water and sewer rates is all kinds of pet projects unrelated to the core function of the water and sewer bureaus,FALSE,"city-government,government-efficiency,water",portlanders-water-reform
Says Marco Rubio wanted to cut Social Security and Medicare because he said theyre bankrupting our country.,TRUE,"medicare,social-security",senate-majority-pac
"The FL Guard has defended our freedom in Afghanistan, Iraq, and put their lives at risk; now the fed govt is going to cut their pay 20%.",TRUE,"afghanistan,federal-budget,iraq,military",rick-scott
Federal employees are making twice as much as their private counterparts.,FALSE,economy,scott-brown
Latinos now make up the majority population in Texas.,FALSE,"education,legal-issues,population,states",roberto-alonzo
"Under a law proposed by Wisconsin Gov. Scott Walker, businesses that move into Wisconsin dont have to pay any taxes on their income for two years.",TRUE,"jobs,taxes",mahlon-mitchell
We are only inches away from ceasing to be a free market economy.,FALSE,"economy,market-regulation",mitt-romney
"I went to the Olympics that was out of balance, and we got it on balance.",TRUE,candidates-biography,mitt-romney
"As Jim Doyles Commerce secretary, Mary Burke spent $12.5 million dollars to buy a vacant lot for a company that said it had no plans to create jobs in Wisconsin and had laid off 800 workers.",TRUE,"jobs,state-budget",scott-walker
"There is great disparity, tremendous disparity, in the (capital) funding on a per-student basis between our traditional public schools and our charter public schools.",TRUE,"education,state-budget,taxes",janet-adkins
(I) helped to invent a system that saved over a billion dollars on welfare.,TRUE,"candidates-biography,economy,families,federal-budget,government-efficiency,poverty",kenneth-block
"My opponent here has accepted money from Freddie Mac, Fannie Mae (and) hosted subprime mortgage seminars.",TRUE,"economy,housing",jeff-greene
There are more words in the IRS code than there are in the Bible.,TRUE,taxes,ted-cruz
Says Mitt Romney raised business taxes 20 percent in Massachusetts.,TRUE,"message-machine-2012,taxes",rick-perry
"Says with the ongoing economic downturn, child abuse is on the rise.",TRUE,"children,economy,families",jeff-merkley
Most voters prefer zombies to the current U.S. Congress.,TRUE,congress,ed-lindsey
"The labor market is weak because if you count the unemployed, underemployed, and those whove stopped looking for work, the unemployment rate actually went up last month to 13.5 percent.",TRUE,"jobs,pundits,workers",newt-gingrich
"Some 20,000 Delphi salaried retirees lost up to 70 percent of their pensions as a result of political favoritism and backroom deals.",FALSE,"corporations,economy",michael-turner
"Six of the nations 10 wealthiest counties, according to median income, are in and around the Washington, D.C. area.",TRUE,"economy,federal-budget,income,population,wealth",scott-walker
"If theres a government shutdown, people dont get their Social Security checks.",FALSE,"federal-budget,social-security",barack-obama
"Just like the U.S. Chamber of Commerce, the AFL-CIO receives dues from foreign entities associated with it.",TRUE,"campaign-finance,corporations,abc-news-week,transparency",george-will
"Says Obama opposes lower gas taxes, nuclear power, new offshore drilling and doesn't have ""new solutions"" to the energy crisis.",TRUE,energy,republican-national-committee-republican
Obama promised to cut the deficit by half by the end of his first term but he hasnt even come close.,TRUE,"deficit,message-machine-2012",crossroads-gps
Says Bernie Sanders fundamentally changed the lives of Immokalee farm workers in Florida for the better.,TRUE,"agriculture,human-rights,poverty,workers",bernie-s
Says President Barack Obama carried Congressional District 13 by 8.2 points in 2008 and 5.6 points in 2012.,FALSE,elections,george-will
"According to a federal report, Obamacare will increase the long-term federal deficit by $6.2 trillion.",FALSE,"deficit,federal-budget,health-care",paul-broun
"In Florida, 300,000 people are going to lose their individual coverage because of Obamacare. Now those people next year, they dont have health insurance.",FALSE,health-care,marco-rubio
Says he never donates to Democrats while Paul Workman contributes to Democrat Kirk Watson and other Democrats running against Republicans.,TRUE,elections,david-sewell
Says House Republicans tried to change the definition of rape.,FALSE,"abortion,crime,criminal-justice",gwen-moore
Republicans made it easier to buy a gun in states they won in 2010.,FALSE,guns,mark-shields
"We have a goal of 10 percent of [City of Providence] contracts going to women and minority businesses. In reality, less than 1 percent of contracts go to women and minority businesses.",FALSE,"city-government,debates,jobs,women",jorge-elorza
"The $1.8 billion in [transportation] bonding, we dont have a repayment mechanism.",FALSE,"state-budget,state-finances,transportation",terry-mcauliffe
"Hospitals have already begun layoffs, a direct result of Republican inaction on Medicaid expansion.",TRUE,"health-care,medicaid,state-budget",democratic-party-virginia
The Bush-era tax cuts failed to increase employment and work-force participation fell in 2001 and has never returned to the record level set in 2000.,TRUE,"jobs,taxes",jim-moran
On whether the Iraq War was a mistake.,TRUE,"foreign-policy,iraq",marco-rubio
"We are not producing jobs. We created 80,000 jobs last month. We dont talk about the jobs that we lost. The net of it all is that we lost jobs.",FALSE,"economy,jobs,taxes",joseph-kyrillos
Says he created more than 500 American jobs.,FALSE,"candidates-biography,economy,message-machine",bill-flores
Were borrowing 40 cents of every dollar we spend.,TRUE,"federal-budget,abc-news-week",kent-conrad
Says Delta Air Lines has once again broken a promise they made to me and to the people of Memphis.,TRUE,"government-regulation,market-regulation",steve-cohen
On hearings about automatic citizenship provision in U.S. Constitution.,TRUE,immigration,john-cornyn
"Seven of Americas 10 wealthiest counties are in the Washington, D.C., area.",TRUE,"deficit,federal-budget",jim-jordan
"Voter identification laws make it complicated and expensive to get an ID, essentially instituting a modern-day poll tax.",FALSE,elections,american-civil-liberties-union
Says the Tennessee Wildlife Resources Agency brought coyotes into the state to try to keep the deer population down.,FALSE,"agriculture,animals",frank-niceley
"Says that even if you have no children, under Obamacare, you would still have to carry insurance that covers pediatric, maternity and newborn care even though you do not need it.",FALSE,health-care,mary-taylor
Refugees are subject to more rigorous screening than the average tourist in the U.S.,TRUE,"foreign-policy,homeland-security,immigration,terrorism",barack-obama
"Water transportation is the most fuel efficient, least polluting, safest, and least expensive means of moving cargo.",TRUE,"economy,transportation",bob-gibbs
"Of all the people in federal prison for possession of illegal substances, 77 percent of them are not citizens of the United States.",TRUE,"crime,criminal-justice,drugs",louie-gohmert
"In fact, 85 percent of Oregonians voted in 2008.",FALSE,voting-record,democratic-party-oregon
Says adding toll lanes on I-95 in Broward County improved rush-hour traffic for non-toll lanes from 25 mph to 45 mph.,TRUE,transportation,rick-scott
Says potential GOP U.S. Senate candidate Tommy Thompson supported Obamacare,TRUE,"bipartisanship,health-care,public-health",club-growth
Sen. Sherrod Brown has chosen to side with Washington bureaucrats and fringe extremists in the attacks on our natural resources.,FALSE,"energy,environment",josh-mandel
Says Health and Human Services Secretary Kathleen Sebelius told insurance companies they couldnt inform their policyholders of what they thought the impact of Obamacare would be on them.,TRUE,"corrections-and-updates,medicare",mitch-mcconnell
Says There are now Occupy Wall Street camps in hundreds of cities across the United States.,FALSE,"city-government,occupy-wall-street",sam-adams
"The CBO just said if we cut this (unemployment benefits) extension, we will kill jobs, because those people who are looking for work wont have any money to spend.",TRUE,"economy,jobs",david-madland
"Sarah Palin ""got more votes running for mayor of Wasilla, Alaska, than Joe Biden got running for president of the United States.""",FALSE,elections,mike-huckabee
"When total Sandy spending is added up, its more than the annual budget for the U.S. Department of Homeland Security. And its more than twice the annual budget of the U.S. Energy Department.",TRUE,government-efficiency,kelly-ayotte
In 1968 the average corporate CEO made 20 times the average workers pay. Today that multiple is about 350.,TRUE,"corporations,workers",jim-webb
Says About 7 in 10 of Oregons inmates are in prison for violent crimes and serious sex offenses.,TRUE,"crime,criminal-justice,public-safety,state-budget",steve-doell
"Senate Majority Leader Harry Reid ""said, quote, 'I can't stand John McCain.' """,TRUE,candidates-biography,sarah-palin
The Civil War wasnt about slavery.,FALSE,history,gavin-mcinnes
"Hank Johnson voted against legislation to help first responders, teachers, vets and troops.",TRUE,voting-record,liz-carter
Says he has exposed plans by Wisconsin Gov. Scott Walker to push legislation that would allow the state to declare financial martial law and take over municipal governments.,FALSE,"city-government,government-efficiency,labor,state-budget",ed-garvey
"No, I did not (have illegal immigrants working at his mansion).",FALSE,immigration,mitt-romney
"In Texas, weve had three ISIS-related incidents already.",TRUE,"criminal-justice,immigration,islam",greg-abbott
"When the Fair Tax becomes law, it will be like waving a magic wand releasing us from pain and unfairness.",FALSE,taxes,mike-huckabee
"John McCain would ""reduce oversight of health insurance.""",TRUE,health-care,barack-obama
Proposed fast-track legislation allows presidents to easily use a future trade deal to override our domestic financial rules.,TRUE,"financial-regulation,foreign-policy,trade",elizabeth-warren
Governor Carcieri has not been campaigning with me.,TRUE,"candidates-biography,debates,campaign-advertising",allan-fung
"Says U.S. Rep. Steve Daines, R-Mont., opposes a vote on his own legislation that he proposed just a few months ago.",FALSE,federal-budget,democratic-senatorial-campaign-committee
Our government has spent $2.6 million to teach Chinese prostitutes how to drink responsibly.,TRUE,"federal-budget,government-efficiency",judson-phillips
"Crist sent his ""top policy staffer to the House Committee to testify in support of the proposal,"" then vetoed the bill.",TRUE,education,adam-hasner
"Recent census data shows that the average American family spends over $13,000 a year for health care coverage.",FALSE,health-care,bruce-braley
I supported the surge when you didn't.,FALSE,iraq,mike-huckabee
"I spend a lot of time in Iowa, and believe it or not, in Ottumwa, Iowa, this is the heartland, the newspaper, the regular newspaper for Ottumwa, Iowa, is (a) bilingual newspaper.",FALSE,immigration,tom-tancredo
"Since Scott Walker took office as governor in January 2011, there has been an increase of 33,200 jobs in Wisconsin.",FALSE,"job-accomplishments,jobs,message-machine-2012",scott-walker
Forty-three million Americans are on food stamps.,TRUE,welfare,donald-trump
"Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes.",TRUE,taxes,chris-christie
We havent had any legislation which took away one gun in the past 20 years from anybody in this country--not one.,TRUE,guns,bill-pascrell
"Phoenix, Ariz., is the No. 2 kidnapping capital of the world.",FALSE,immigration,courtney-combs
Says Donald Trump games the U.S. visa system so he can hire temporary foreign workers at low wages.,TRUE,immigration,michael-bloomberg
The Senate proposal to restore emergency unemployment benefits for five months was fully paid for.,FALSE,"congress,congressional-rules,debt,deficit,economy,federal-budget,income,jobs,labor,taxes,workers",jack-reed
"From 1972 until 2011, the number of EPA employees increased by 107 percent while the number of total federal personnel decreased by 15 percent.",TRUE,"environment,jobs",morgan-griffith
We got back every dime used to rescue the banks.,TRUE,financial-regulation,barack-obama
"While Arkansas seniors depend on Social Security and Medicare, Sen. Mark Pryor supports an overhaul so they couldnt get Social Security until they turn 68 or 69.",FALSE,"medicare,message-machine-2014,retirement,social-security",crossroads-gps
"A report by the health insurance industry ""ignores some of the key policies that are part of the Senate Finance Committee bill.""",TRUE,health-care,nancy-ann-deparle
Wayne Powell has a stated position of having no objection to taking `In God We Trust off of U.S. currency.,TRUE,religion,eric-cantor
"There are about 120,000 solar energy jobs in the United States, but only 1,700 of them are in Georgia.",TRUE,energy,tim-echols
"We dont know anything about Hillary in terms of religion. Now, shes been in the public eye for years and years, and yet theres no theres nothing out there.",FALSE,religion,donald-trump
"Police officers in this state have that right, to check the immigration status of people they arrest.",TRUE,"civil-rights,homeland-security,immigration",bill-mccollum
"Says only seven percent of 2009s stimulus bill went toward transportation projects, yet they created over one-third of the bills total jobs.",FALSE,"stimulus,transportation",peter-defazio
Says Russ Feingold voted to give Social Security benefits to illegal immigrants,FALSE,"immigration,message-machine",ron-johnson
Twenty-five percent of our kids in foster care are there because their parents are involved in drugs.,TRUE,"children,drugs,poverty",vicky-hartzler
Over 81 percent of the babies that are born at LBJ Hospital right here in Houston are born of women who are not here legally.,FALSE,"children,families,health-care,immigration,terrorism",debbie-riddle
"Under President Obama: $4,000 tax hike on middle-class families.",FALSE,"message-machine-2012,taxes",mitt-romney
Betty Sutton gutted Medicare by $500 billion with her vote for the presidents health care bill.,FALSE,"health-care,medicare,voting-record",jim-renacci
A Trump television ad shows Mexicans swarming over our southern border.,FALSE,immigration,donald-trump
"In Chicago, school is never canceled because of winter weather.",TRUE,education,barack-obama
California cut about $1.3 billion in child care (during the recession). Weve only reinvested about $300 million.,TRUE,"children,state-finances",anthony-rendon
"Donna Shalala left me with 12 million doses of smallpox vaccine and I created enough to vaccinate every man, woman and child against smallpox in America.",TRUE,"federal-budget,homeland-security,public-health,terrorism",tommy-thompson
President Barack Obama shut down NASA space flights and turned the agency into a Muslim outreach department.,FALSE,"islam,space",rush-limbaugh
"This rule could prevent children under 18 from using such tools as a power screwdriver, a milking machine or something as simple as a wheelbarrow on the family farm . . .",FALSE,"agriculture,children,labor",lamar-alexander
"Under the compromise tax agreement, 99.7% of American families will not pay 1 nickel in an estate tax.",TRUE,taxes,bernie-s
"Its commercial vehicles, 18 wheelers and above that cause 90 plus percent of the damages on our highways and bridges.",TRUE,"infrastructure,transportation",gina-raimondo
Says he was exonerated in every single case in 1990s ethics violations charges.,FALSE,ethics,newt-gingrich
"After every major conflict ... what happened was that we ultimately hollowed out the force, largely by doing deep, across-the-board cuts.",TRUE,"corrections-and-updates,federal-budget,history,military",leon-panetta
Millennials are more pro-life than baby boomers and older Americans.,FALSE,abortion,ralph-reed
Republicans extended unemployment insurance under President Bush when he asked to extend unemployment insurance.,TRUE,"abc-news-week,workers",david-axelrod
The amount of the revenue required by the state (for the construction of high-speed rail) is around 10 percent.,TRUE,"stimulus,transportation",bill-nelson
"Ultimately, after an exhaustive investigation, the National Transportation Safety Board concluded that a Minneapolis bridge collapsed in 2007 because of an original design flaw dating back to the 1960s.",TRUE,transportation,tim-pawlenty
"The truth is David Cicilline voted for tougher laws against child abusers, domestic abusers and abusers of the elderly.",TRUE,"children,crime,message-machine-2012,voting-record",david-cicilline
"I had prostate cancer, five, six years ago. My chance of surviving prostate cancer, and thank God I was cured of it, in the United States, 82%. My chances of surviving prostate cancer in England, only 44% under socialized medicine.",FALSE,health-care,rudy-giuliani
"Your Congressman, Charlie Bass, took over $166,000 from Big Oil.",FALSE,campaign-finance,friends-democracy
"Weve been able to create about 60,000 net new jobs in Virginia since February.",TRUE,jobs,bob-mcdonnell
"If you have an investment for your child's education or own a mutual fund or a stock in a retirement plan, (Obama) is going to raise your taxes.",FALSE,taxes,john-mccain
"Corporate profits are up, CEO pay is up, but average wages of Americans are flat.",TRUE,economy,hillary-clinton
I have 35 years' experience making change.,TRUE,candidates-biography,hillary-clinton
Personal income is growing faster in Tennessee on average than any other state in the country.,FALSE,"economy,income",bill-haslam
Says Barack Obama has played nearly 100 rounds of golf as president.,TRUE,recreation,rick-perry
Obama wants to increase the size of government by 23 percent.,FALSE,federal-budget,john-mccain
"Bill White ... supports the ObamaCare socialized medicine plan, as well as Cap and Trade legislation that would kill thousands of Texas jobs.",FALSE,"cap-and-trade,climate-change,health-care",cathie-adams
Says the Army is spending $7 million to sponsor a NASCAR team.,TRUE,"federal-budget,military",betty-mccollum
Obama voted to support President Bush between 40 and 50 percent of the time over the past two years.,TRUE,bush-administration,john-mccain
F: The grade given to Florida for college affordability under Jeb Bushs leadership.,TRUE,"education,state-budget",hillary-clinton
The Democrats propose a government-controlled health care plan that will deprive roughly 120 million Americans of their current health care coverage.,FALSE,health-care,mike-pence
"Says Milwaukee Mayor Tom Barrett is responsible for the roughly $7,800 I pay in property taxes per year.",FALSE,"city-budget,city-government,county-budget,county-government,taxes",david-clarke-jr
"As Houstons mayor, I helped our area lead the nation in job growth.",FALSE,"economy,job-accomplishments",bill-white
"Americans will spend more on taxes in 2014 than they will on food, clothing and housing combined.",TRUE,taxes,tax-foundation
President Obama was raised Muslim.,FALSE,religion,gordon-robertson
Says Gov. Scott Walker made more than $70 million in cuts to job training programs through (Wisconsins) technical colleges.,TRUE,"education,jobs,state-budget",fred-clark
Neighbors of the San Bernardino shooters knew that they were talking about trying to take our country and attack it.,FALSE,terrorism,chris-christie
Ron Johnson is willing to hand over the Great Lakes to the oil companies.,FALSE,"energy,environment,message-machine",russ-feingold
There really isnt any kind of foreign policy network that is supporting and advising Sen. Sanders.,TRUE,foreign-policy,hillary-clinton
Says Ovide Lamontagne wants to eliminate kindergarten.,FALSE,education,new-hampshire-democratic-party
Heroin and prescription opioids are the number one cause of accidental or preventable death in Wisconsin.,FALSE,"crime,drugs,health-care,public-health",brad-schimel
"You know, we spent $3-million to study the DNA of bears in Montana.",TRUE,federal-budget,john-mccain
"When you look at the nearly 150 men and women who have served us on the Texas Supreme Court, more than half of them had zero prior judicial experience.",FALSE,"candidates-biography,legal-issues",rick-green
"Over the last 15 months, weve added more than 2 million jobs in the private sector. Thats far in excess of what it was in the comparable period after the last recession.",TRUE,"economy,history,abc-news-week",austan-goolsbee
The incidents of threats against (President Barack Obama) are greater than for any other president in modern times.,FALSE,public-safety,julian-bond
John Faso took money from fossil fuel companies as they tried to take your land by eminent domain for a fracked gas pipeline.,TRUE,"congress,environment",zephyr-teachout
"It took Obama six months to pick out a family dog, but he's cramming health care reform down the country's throat in a fraction of that time.",FALSE,health-care,haley-barbour
Mayor Giuliani's lawsuit killed the line-item veto.,TRUE,federal-budget,mitt-romney
"While (Barack) Obama preaches we are our brothers keeper, his brother and aunt live in real poverty in Kenya.",TRUE,"candidates-biography,poverty,religion",bill-zedler
1 in 4 Rhode Islanders under the age of 65 does not have health insurance.,TRUE,health-care,frank-caprio
"During my administration, for example, we boosted U.S. exports to Canada and Mexico by about 50 percent. That supports about 2.8 million American jobs.",FALSE,trade,barack-obama
Says Mitt Romneys comments indicated he would not have pursued Osama bin Laden.,TRUE,"candidates-biography,message-machine-2012,terrorism",barack-obama
"If you shut down Amtraks Northeast Corridor, its estimated youd have to add seven new lanes to I-95 to accommodate the increased traffic.",FALSE,"census,transportation",joe-biden
President Obama's proposed 'spending freeze' will only reduce the $42 trillion in government spending proposed between 2011 and 2020 by little more than one-half of 1 percent.,TRUE,"economy,federal-budget",john-boehner
"As governor, Maggie Hassan first proposed a $1 billion spending increase.",TRUE,"state-budget,state-finances,taxes",impact-america
"Just on Jan. 1 of this year, there were 40,000 new laws put on the books in one day.",FALSE,"legal-issues,states",ron-paul
One of three patients hospitalized (is) harmed by the care they receive.,TRUE,health-care,kathleen-sebelius
There are 500 failing schools in North Carolina,TRUE,"children,education,poverty",americans-prosperity-north-carolina-chapter
"At the beginning of World War II, we had a relatively small army, smaller than Portugals.",TRUE,"history,military",ken-paxton
Says Hillary Clinton wantsillegal immigrants collectingSocial Security benefits.,FALSE,"economy,immigration,retirement,social-security",donald-trump
﻿Says JoAnne Kloppenburgs side had a 3-to-1 money advantage in the Wisconsin Supreme Court campaign.,FALSE,campaign-finance,charlie-sykes
"Bernie Sanders voted with Republicans to protect the Minutemen, a hate group that used military tactics against our community.",TRUE,immigration,julian-castro
"Since the governor took office, Oregons unemployment rate has dropped to its lowest point in three years.",TRUE,"economy,jobs",john-kitzhaber
"Rep. Carol Shea-Porter votes with Nancy Pelosis Democrats 95 percent of the time, but Frank Guinta will take on both parties and has independent New Hampshire values.",FALSE,voting-record,national-republican-congressional-committee
Were within 600 miles of 60 percent of America. Were in a perfect location.,TRUE,"economy,jobs",john-kasich
Says Debbie Wasserman Schultz has voted for huge subsidies for the sugar industry ... as well as for delays in cleanups.,TRUE,environment,tim-canova
"State budget cuts for local schools resulted in nearly 4,000 educator layoffs",FALSE,"education,state-budget",wisconsin-education-association-council
Says a gun bill before the Senate is proposing the universal registration of all firearms and their owners.,FALSE,"civil-rights,guns",Arizona-Citizens-Defense-League
"Says Charlie Crist was pro-life, pro-gun and vehemently anti-tax.",TRUE,"abortion,candidates-biography,guns,taxes",george-lemieux
